absolute_path,relative_path,class_label
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0122.jpeg,dataset_clone\leopard_0122.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0123.jpeg,dataset_clone\leopard_0123.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0124.jpeg,dataset_clone\leopard_0124.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0125.jpeg,dataset_clone\leopard_0125.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0126.jpeg,dataset_clone\leopard_0126.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0127.jpeg,dataset_clone\leopard_0127.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0128.jpeg,dataset_clone\leopard_0128.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0129.jpeg,dataset_clone\leopard_0129.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0130.jpeg,dataset_clone\leopard_0130.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0131.jpeg,dataset_clone\leopard_0131.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0132.jpeg,dataset_clone\leopard_0132.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0133.jpeg,dataset_clone\leopard_0133.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0134.jpeg,dataset_clone\leopard_0134.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0135.jpeg,dataset_clone\leopard_0135.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0136.jpeg,dataset_clone\leopard_0136.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0137.jpeg,dataset_clone\leopard_0137.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0138.jpeg,dataset_clone\leopard_0138.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0139.jpeg,dataset_clone\leopard_0139.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0140.jpeg,dataset_clone\leopard_0140.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0141.jpeg,dataset_clone\leopard_0141.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0142.jpeg,dataset_clone\leopard_0142.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0143.jpeg,dataset_clone\leopard_0143.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0144.jpeg,dataset_clone\leopard_0144.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0145.jpeg,dataset_clone\leopard_0145.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0146.jpeg,dataset_clone\leopard_0146.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0147.jpeg,dataset_clone\leopard_0147.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0148.jpeg,dataset_clone\leopard_0148.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0149.jpeg,dataset_clone\leopard_0149.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0150.jpeg,dataset_clone\leopard_0150.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0151.jpeg,dataset_clone\leopard_0151.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0152.jpeg,dataset_clone\leopard_0152.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0153.jpeg,dataset_clone\leopard_0153.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0154.jpeg,dataset_clone\leopard_0154.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0155.jpeg,dataset_clone\leopard_0155.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0156.jpeg,dataset_clone\leopard_0156.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0157.jpeg,dataset_clone\leopard_0157.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0158.jpeg,dataset_clone\leopard_0158.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0159.jpeg,dataset_clone\leopard_0159.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0160.jpeg,dataset_clone\leopard_0160.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0161.jpeg,dataset_clone\leopard_0161.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0162.jpeg,dataset_clone\leopard_0162.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0163.jpeg,dataset_clone\leopard_0163.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0164.jpeg,dataset_clone\leopard_0164.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0165.jpeg,dataset_clone\leopard_0165.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0166.jpeg,dataset_clone\leopard_0166.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0167.jpeg,dataset_clone\leopard_0167.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0168.jpeg,dataset_clone\leopard_0168.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0169.jpeg,dataset_clone\leopard_0169.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0170.jpeg,dataset_clone\leopard_0170.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0171.jpeg,dataset_clone\leopard_0171.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0172.jpeg,dataset_clone\leopard_0172.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0173.jpeg,dataset_clone\leopard_0173.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0174.jpeg,dataset_clone\leopard_0174.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0175.jpeg,dataset_clone\leopard_0175.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0176.jpeg,dataset_clone\leopard_0176.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0177.jpeg,dataset_clone\leopard_0177.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0178.jpeg,dataset_clone\leopard_0178.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0179.jpeg,dataset_clone\leopard_0179.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0180.jpeg,dataset_clone\leopard_0180.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0181.jpeg,dataset_clone\leopard_0181.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0182.jpeg,dataset_clone\leopard_0182.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0183.jpeg,dataset_clone\leopard_0183.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0184.jpeg,dataset_clone\leopard_0184.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0185.jpeg,dataset_clone\leopard_0185.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0186.jpeg,dataset_clone\leopard_0186.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0187.jpeg,dataset_clone\leopard_0187.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0188.jpeg,dataset_clone\leopard_0188.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0189.jpeg,dataset_clone\leopard_0189.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0190.jpeg,dataset_clone\leopard_0190.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0191.jpeg,dataset_clone\leopard_0191.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0192.jpeg,dataset_clone\leopard_0192.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0193.jpeg,dataset_clone\leopard_0193.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0194.jpeg,dataset_clone\leopard_0194.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0195.jpeg,dataset_clone\leopard_0195.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0196.jpeg,dataset_clone\leopard_0196.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0197.jpeg,dataset_clone\leopard_0197.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0198.jpeg,dataset_clone\leopard_0198.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0199.jpeg,dataset_clone\leopard_0199.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0200.jpeg,dataset_clone\leopard_0200.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0201.jpeg,dataset_clone\leopard_0201.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0202.jpeg,dataset_clone\leopard_0202.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0203.jpeg,dataset_clone\leopard_0203.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_clone\leopard_0204.jpeg,dataset_clone\leopard_0204.jpeg,leopard
