absolute_path,relative_path,class_label
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07457.jpeg,dataset_copy_2\07457.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06071.jpeg,dataset_copy_2\06071.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04830.jpeg,dataset_copy_2\04830.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08160.jpeg,dataset_copy_2\08160.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00749.jpeg,dataset_copy_2\00749.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08521.jpeg,dataset_copy_2\08521.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02135.jpeg,dataset_copy_2\02135.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04035.jpeg,dataset_copy_2\04035.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06875.jpeg,dataset_copy_2\06875.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00188.jpeg,dataset_copy_2\00188.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01388.jpeg,dataset_copy_2\01388.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07362.jpeg,dataset_copy_2\07362.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00931.jpeg,dataset_copy_2\00931.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01321.jpeg,dataset_copy_2\01321.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08419.jpeg,dataset_copy_2\08419.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02813.jpeg,dataset_copy_2\02813.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09838.jpeg,dataset_copy_2\09838.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08496.jpeg,dataset_copy_2\08496.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04814.jpeg,dataset_copy_2\04814.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00952.jpeg,dataset_copy_2\00952.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00507.jpeg,dataset_copy_2\00507.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05454.jpeg,dataset_copy_2\05454.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01638.jpeg,dataset_copy_2\01638.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08287.jpeg,dataset_copy_2\08287.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04345.jpeg,dataset_copy_2\04345.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07069.jpeg,dataset_copy_2\07069.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08980.jpeg,dataset_copy_2\08980.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05163.jpeg,dataset_copy_2\05163.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04537.jpeg,dataset_copy_2\04537.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01954.jpeg,dataset_copy_2\01954.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02049.jpeg,dataset_copy_2\02049.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05870.jpeg,dataset_copy_2\05870.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02665.jpeg,dataset_copy_2\02665.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08819.jpeg,dataset_copy_2\08819.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03994.jpeg,dataset_copy_2\03994.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00444.jpeg,dataset_copy_2\00444.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03974.jpeg,dataset_copy_2\03974.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07983.jpeg,dataset_copy_2\07983.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06125.jpeg,dataset_copy_2\06125.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04141.jpeg,dataset_copy_2\04141.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06681.jpeg,dataset_copy_2\06681.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00490.jpeg,dataset_copy_2\00490.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06418.jpeg,dataset_copy_2\06418.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07106.jpeg,dataset_copy_2\07106.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01765.jpeg,dataset_copy_2\01765.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06231.jpeg,dataset_copy_2\06231.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03307.jpeg,dataset_copy_2\03307.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09943.jpeg,dataset_copy_2\09943.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00983.jpeg,dataset_copy_2\00983.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00795.jpeg,dataset_copy_2\00795.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00140.jpeg,dataset_copy_2\00140.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00503.jpeg,dataset_copy_2\00503.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01363.jpeg,dataset_copy_2\01363.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08037.jpeg,dataset_copy_2\08037.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03731.jpeg,dataset_copy_2\03731.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05563.jpeg,dataset_copy_2\05563.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00887.jpeg,dataset_copy_2\00887.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03615.jpeg,dataset_copy_2\03615.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03343.jpeg,dataset_copy_2\03343.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04853.jpeg,dataset_copy_2\04853.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07514.jpeg,dataset_copy_2\07514.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04658.jpeg,dataset_copy_2\04658.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08279.jpeg,dataset_copy_2\08279.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06436.jpeg,dataset_copy_2\06436.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05970.jpeg,dataset_copy_2\05970.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02623.jpeg,dataset_copy_2\02623.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00895.jpeg,dataset_copy_2\00895.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00750.jpeg,dataset_copy_2\00750.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07148.jpeg,dataset_copy_2\07148.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05295.jpeg,dataset_copy_2\05295.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02546.jpeg,dataset_copy_2\02546.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05342.jpeg,dataset_copy_2\05342.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05523.jpeg,dataset_copy_2\05523.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08902.jpeg,dataset_copy_2\08902.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03947.jpeg,dataset_copy_2\03947.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03936.jpeg,dataset_copy_2\03936.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08399.jpeg,dataset_copy_2\08399.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06903.jpeg,dataset_copy_2\06903.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08810.jpeg,dataset_copy_2\08810.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02468.jpeg,dataset_copy_2\02468.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05750.jpeg,dataset_copy_2\05750.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08588.jpeg,dataset_copy_2\08588.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00556.jpeg,dataset_copy_2\00556.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01895.jpeg,dataset_copy_2\01895.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03341.jpeg,dataset_copy_2\03341.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09548.jpeg,dataset_copy_2\09548.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00499.jpeg,dataset_copy_2\00499.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09684.jpeg,dataset_copy_2\09684.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09186.jpeg,dataset_copy_2\09186.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06199.jpeg,dataset_copy_2\06199.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06613.jpeg,dataset_copy_2\06613.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07481.jpeg,dataset_copy_2\07481.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05409.jpeg,dataset_copy_2\05409.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04272.jpeg,dataset_copy_2\04272.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02469.jpeg,dataset_copy_2\02469.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08941.jpeg,dataset_copy_2\08941.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03284.jpeg,dataset_copy_2\03284.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00106.jpeg,dataset_copy_2\00106.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02692.jpeg,dataset_copy_2\02692.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09708.jpeg,dataset_copy_2\09708.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04762.jpeg,dataset_copy_2\04762.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07470.jpeg,dataset_copy_2\07470.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01324.jpeg,dataset_copy_2\01324.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08814.jpeg,dataset_copy_2\08814.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03274.jpeg,dataset_copy_2\03274.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05447.jpeg,dataset_copy_2\05447.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06610.jpeg,dataset_copy_2\06610.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00863.jpeg,dataset_copy_2\00863.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00599.jpeg,dataset_copy_2\00599.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01217.jpeg,dataset_copy_2\01217.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05630.jpeg,dataset_copy_2\05630.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09470.jpeg,dataset_copy_2\09470.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00211.jpeg,dataset_copy_2\00211.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01220.jpeg,dataset_copy_2\01220.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05372.jpeg,dataset_copy_2\05372.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02739.jpeg,dataset_copy_2\02739.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05379.jpeg,dataset_copy_2\05379.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04460.jpeg,dataset_copy_2\04460.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08797.jpeg,dataset_copy_2\08797.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03633.jpeg,dataset_copy_2\03633.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09987.jpeg,dataset_copy_2\09987.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06722.jpeg,dataset_copy_2\06722.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04148.jpeg,dataset_copy_2\04148.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06608.jpeg,dataset_copy_2\06608.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09638.jpeg,dataset_copy_2\09638.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02437.jpeg,dataset_copy_2\02437.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04518.jpeg,dataset_copy_2\04518.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04676.jpeg,dataset_copy_2\04676.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08128.jpeg,dataset_copy_2\08128.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07561.jpeg,dataset_copy_2\07561.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08023.jpeg,dataset_copy_2\08023.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07382.jpeg,dataset_copy_2\07382.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06122.jpeg,dataset_copy_2\06122.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00620.jpeg,dataset_copy_2\00620.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05165.jpeg,dataset_copy_2\05165.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00546.jpeg,dataset_copy_2\00546.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00018.jpeg,dataset_copy_2\00018.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04442.jpeg,dataset_copy_2\04442.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06951.jpeg,dataset_copy_2\06951.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09936.jpeg,dataset_copy_2\09936.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07411.jpeg,dataset_copy_2\07411.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01658.jpeg,dataset_copy_2\01658.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09766.jpeg,dataset_copy_2\09766.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03995.jpeg,dataset_copy_2\03995.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07740.jpeg,dataset_copy_2\07740.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00021.jpeg,dataset_copy_2\00021.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08703.jpeg,dataset_copy_2\08703.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08424.jpeg,dataset_copy_2\08424.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09421.jpeg,dataset_copy_2\09421.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06147.jpeg,dataset_copy_2\06147.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02836.jpeg,dataset_copy_2\02836.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01764.jpeg,dataset_copy_2\01764.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08623.jpeg,dataset_copy_2\08623.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01939.jpeg,dataset_copy_2\01939.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01856.jpeg,dataset_copy_2\01856.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04186.jpeg,dataset_copy_2\04186.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07908.jpeg,dataset_copy_2\07908.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09292.jpeg,dataset_copy_2\09292.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04230.jpeg,dataset_copy_2\04230.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07881.jpeg,dataset_copy_2\07881.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07463.jpeg,dataset_copy_2\07463.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01550.jpeg,dataset_copy_2\01550.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01542.jpeg,dataset_copy_2\01542.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03581.jpeg,dataset_copy_2\03581.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07651.jpeg,dataset_copy_2\07651.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\05925.jpeg,dataset_copy_2\05925.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\07017.jpeg,dataset_copy_2\07017.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01062.jpeg,dataset_copy_2\01062.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08660.jpeg,dataset_copy_2\08660.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04356.jpeg,dataset_copy_2\04356.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09457.jpeg,dataset_copy_2\09457.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09759.jpeg,dataset_copy_2\09759.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02532.jpeg,dataset_copy_2\02532.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09529.jpeg,dataset_copy_2\09529.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00357.jpeg,dataset_copy_2\00357.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02637.jpeg,dataset_copy_2\02637.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\09060.jpeg,dataset_copy_2\09060.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00324.jpeg,dataset_copy_2\00324.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06181.jpeg,dataset_copy_2\06181.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\02832.jpeg,dataset_copy_2\02832.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03191.jpeg,dataset_copy_2\03191.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\03769.jpeg,dataset_copy_2\03769.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01839.jpeg,dataset_copy_2\01839.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06064.jpeg,dataset_copy_2\06064.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06468.jpeg,dataset_copy_2\06468.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08820.jpeg,dataset_copy_2\08820.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\08842.jpeg,dataset_copy_2\08842.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01496.jpeg,dataset_copy_2\01496.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\04439.jpeg,dataset_copy_2\04439.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06939.jpeg,dataset_copy_2\06939.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00891.jpeg,dataset_copy_2\00891.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\06892.jpeg,dataset_copy_2\06892.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\01454.jpeg,dataset_copy_2\01454.jpeg,leopard
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset_copy_2\00198.jpeg,dataset_copy_2\00198.jpeg,leopard
