absolute_path,relative_path,class_label
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0042.jpeg,dataset\tiger\0042.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0043.jpeg,dataset\tiger\0043.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0044.jpeg,dataset\tiger\0044.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0045.jpeg,dataset\tiger\0045.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0046.jpeg,dataset\tiger\0046.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0047.jpeg,dataset\tiger\0047.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0048.jpeg,dataset\tiger\0048.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0049.jpeg,dataset\tiger\0049.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0050.jpeg,dataset\tiger\0050.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0051.jpeg,dataset\tiger\0051.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0052.jpeg,dataset\tiger\0052.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0053.jpeg,dataset\tiger\0053.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0054.jpeg,dataset\tiger\0054.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0055.jpeg,dataset\tiger\0055.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0056.jpeg,dataset\tiger\0056.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0057.jpeg,dataset\tiger\0057.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0058.jpeg,dataset\tiger\0058.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0059.jpeg,dataset\tiger\0059.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0060.jpeg,dataset\tiger\0060.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0061.jpeg,dataset\tiger\0061.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0062.jpeg,dataset\tiger\0062.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0063.jpeg,dataset\tiger\0063.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0064.jpeg,dataset\tiger\0064.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0065.jpeg,dataset\tiger\0065.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0066.jpeg,dataset\tiger\0066.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0067.jpeg,dataset\tiger\0067.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0068.jpeg,dataset\tiger\0068.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0069.jpeg,dataset\tiger\0069.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0070.jpeg,dataset\tiger\0070.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0071.jpeg,dataset\tiger\0071.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0072.jpeg,dataset\tiger\0072.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0073.jpeg,dataset\tiger\0073.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0074.jpeg,dataset\tiger\0074.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0075.jpeg,dataset\tiger\0075.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0076.jpeg,dataset\tiger\0076.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0077.jpeg,dataset\tiger\0077.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0078.jpeg,dataset\tiger\0078.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0079.jpeg,dataset\tiger\0079.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0080.jpeg,dataset\tiger\0080.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0081.jpeg,dataset\tiger\0081.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0082.jpeg,dataset\tiger\0082.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0083.jpeg,dataset\tiger\0083.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0084.jpeg,dataset\tiger\0084.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0085.jpeg,dataset\tiger\0085.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0086.jpeg,dataset\tiger\0086.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0087.jpeg,dataset\tiger\0087.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0088.jpeg,dataset\tiger\0088.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0089.jpeg,dataset\tiger\0089.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0090.jpeg,dataset\tiger\0090.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0091.jpeg,dataset\tiger\0091.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0092.jpeg,dataset\tiger\0092.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0093.jpeg,dataset\tiger\0093.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0094.jpeg,dataset\tiger\0094.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0095.jpeg,dataset\tiger\0095.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0096.jpeg,dataset\tiger\0096.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0097.jpeg,dataset\tiger\0097.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0098.jpeg,dataset\tiger\0098.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0099.jpeg,dataset\tiger\0099.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0100.jpeg,dataset\tiger\0100.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0101.jpeg,dataset\tiger\0101.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0102.jpeg,dataset\tiger\0102.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0103.jpeg,dataset\tiger\0103.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0104.jpeg,dataset\tiger\0104.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0105.jpeg,dataset\tiger\0105.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0106.jpeg,dataset\tiger\0106.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0107.jpeg,dataset\tiger\0107.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0108.jpeg,dataset\tiger\0108.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0109.jpeg,dataset\tiger\0109.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0110.jpeg,dataset\tiger\0110.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0111.jpeg,dataset\tiger\0111.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0112.jpeg,dataset\tiger\0112.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0113.jpeg,dataset\tiger\0113.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0114.jpeg,dataset\tiger\0114.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0115.jpeg,dataset\tiger\0115.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0116.jpeg,dataset\tiger\0116.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0117.jpeg,dataset\tiger\0117.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0118.jpeg,dataset\tiger\0118.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0119.jpeg,dataset\tiger\0119.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0120.jpeg,dataset\tiger\0120.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0121.jpeg,dataset\tiger\0121.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0122.jpeg,dataset\tiger\0122.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0123.jpeg,dataset\tiger\0123.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0124.jpeg,dataset\tiger\0124.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0125.jpeg,dataset\tiger\0125.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0126.jpeg,dataset\tiger\0126.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0127.jpeg,dataset\tiger\0127.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0128.jpeg,dataset\tiger\0128.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0129.jpeg,dataset\tiger\0129.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0130.jpeg,dataset\tiger\0130.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0131.jpeg,dataset\tiger\0131.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0132.jpeg,dataset\tiger\0132.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0133.jpeg,dataset\tiger\0133.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0134.jpeg,dataset\tiger\0134.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0135.jpeg,dataset\tiger\0135.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0136.jpeg,dataset\tiger\0136.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0137.jpeg,dataset\tiger\0137.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0138.jpeg,dataset\tiger\0138.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0139.jpeg,dataset\tiger\0139.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0140.jpeg,dataset\tiger\0140.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0141.jpeg,dataset\tiger\0141.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0142.jpeg,dataset\tiger\0142.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0143.jpeg,dataset\tiger\0143.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0144.jpeg,dataset\tiger\0144.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0145.jpeg,dataset\tiger\0145.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0146.jpeg,dataset\tiger\0146.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0147.jpeg,dataset\tiger\0147.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0148.jpeg,dataset\tiger\0148.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0149.jpeg,dataset\tiger\0149.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0150.jpeg,dataset\tiger\0150.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0151.jpeg,dataset\tiger\0151.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0152.jpeg,dataset\tiger\0152.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0153.jpeg,dataset\tiger\0153.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0154.jpeg,dataset\tiger\0154.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0155.jpeg,dataset\tiger\0155.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0156.jpeg,dataset\tiger\0156.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0157.jpeg,dataset\tiger\0157.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0158.jpeg,dataset\tiger\0158.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0159.jpeg,dataset\tiger\0159.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0160.jpeg,dataset\tiger\0160.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0161.jpeg,dataset\tiger\0161.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0162.jpeg,dataset\tiger\0162.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0163.jpeg,dataset\tiger\0163.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0164.jpeg,dataset\tiger\0164.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0165.jpeg,dataset\tiger\0165.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0166.jpeg,dataset\tiger\0166.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0167.jpeg,dataset\tiger\0167.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0168.jpeg,dataset\tiger\0168.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0169.jpeg,dataset\tiger\0169.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0170.jpeg,dataset\tiger\0170.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0171.jpeg,dataset\tiger\0171.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0172.jpeg,dataset\tiger\0172.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0173.jpeg,dataset\tiger\0173.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0174.jpeg,dataset\tiger\0174.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0175.jpeg,dataset\tiger\0175.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0176.jpeg,dataset\tiger\0176.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0177.jpeg,dataset\tiger\0177.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0178.jpeg,dataset\tiger\0178.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0179.jpeg,dataset\tiger\0179.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0180.jpeg,dataset\tiger\0180.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0181.jpeg,dataset\tiger\0181.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0182.jpeg,dataset\tiger\0182.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0183.jpeg,dataset\tiger\0183.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0184.jpeg,dataset\tiger\0184.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0185.jpeg,dataset\tiger\0185.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0186.jpeg,dataset\tiger\0186.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0187.jpeg,dataset\tiger\0187.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0188.jpeg,dataset\tiger\0188.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0189.jpeg,dataset\tiger\0189.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0190.jpeg,dataset\tiger\0190.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0191.jpeg,dataset\tiger\0191.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0192.jpeg,dataset\tiger\0192.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0193.jpeg,dataset\tiger\0193.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0194.jpeg,dataset\tiger\0194.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0195.jpeg,dataset\tiger\0195.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0196.jpeg,dataset\tiger\0196.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0197.jpeg,dataset\tiger\0197.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0198.jpeg,dataset\tiger\0198.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0199.jpeg,dataset\tiger\0199.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0200.jpeg,dataset\tiger\0200.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0201.jpeg,dataset\tiger\0201.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0202.jpeg,dataset\tiger\0202.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0203.jpeg,dataset\tiger\0203.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0204.jpeg,dataset\tiger\0204.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0205.jpeg,dataset\tiger\0205.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0206.jpeg,dataset\tiger\0206.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0207.jpeg,dataset\tiger\0207.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0208.jpeg,dataset\tiger\0208.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0209.jpeg,dataset\tiger\0209.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0210.jpeg,dataset\tiger\0210.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0211.jpeg,dataset\tiger\0211.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0212.jpeg,dataset\tiger\0212.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0213.jpeg,dataset\tiger\0213.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0214.jpeg,dataset\tiger\0214.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0215.jpeg,dataset\tiger\0215.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0216.jpeg,dataset\tiger\0216.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0217.jpeg,dataset\tiger\0217.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0218.jpeg,dataset\tiger\0218.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0219.jpeg,dataset\tiger\0219.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0220.jpeg,dataset\tiger\0220.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0221.jpeg,dataset\tiger\0221.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0222.jpeg,dataset\tiger\0222.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0223.jpeg,dataset\tiger\0223.jpeg,tiger
C:\Users\Радик\Desktop\appl_prog_lab_1\dataset\tiger\0224.jpeg,dataset\tiger\0224.jpeg,tiger
